"('""Days On The Green""', '/bands/days-on-the-green')","('2 concerts', None)",Green Day
"('Green Today - Tribute To Green Day', '/bands/green-today-tribute-to-green-day')","('2 concerts', None)",Green Day
"('Brain Stew Trib. To Green Day', '/bands/brain-stew-trib-to-green-day')","('5 concerts', None)",Green Day
"('Dookie - Trib. to Green Day', '/bands/dookie-trib-to-green-day')","('1 concerts', None)",Green Day
"('Green Dazed- The Green Day Tribute Band', '/bands/green-dazed-the-green-day-tribute-band')","('1 concerts', None)",Green Day
"('Greener Daze - Trib. To Green Day', '/bands/greener-daze-trib-to-green-day')","('1 concerts', None)",Green Day
"('Green 4 A Day', '/bands/green-4-a-day')","('1 concerts', None)",Green Day
"('Katy Perry', '/bands/katy-perry')","('781 concerts', None)",Katy Perry
"('Katy Perry - Prismatic World Tour', '/bands/katy-perry-prismatic-world-tour')","('3 concerts', None)",Katy Perry
"('Katy Perry / Noah Cyrus', '/bands/katy-perry-noah-cyrus')","('1 concerts', None)",Katy Perry
"('The Bootleg Beatles', '/bands/the-bootleg-beatles')","('804 concerts', None)",The Beatles
"('The Beatles', '/bands/the-beatles')","('986 concerts', None)",The Beatles
"('Rain - A Tribute to The Beatles', '/bands/rain-a-tribute-to-the-beatles')","('1,161 concerts', None)",The Beatles
"('The Silver Beatles', '/bands/the-silver-beatles')","('6 concerts', None)",The Beatles
"('The Beatles Love By Cirque Du Soleil', '/bands/the-beatles-love-by-cirque-du-soleil')","('9 concerts', None)",The Beatles
"('Las Vegas Philharmonic Orchestra & The Beatles Love By Cirque Du Soleil', '/bands/las-vegas-philharmonic-orchestra-the-beatles-love-by-cirque-du-soleil')","('2 concerts', None)",The Beatles
"('American English', '/bands/american-english')","('209 concerts', None)",The Beatles
"('1964...The Tribute (Beatles Tribute)', '/bands/1964-the-tribute-beatles-tribute')","('5 concerts', None)",The Beatles
"('The Fab Beatles', '/bands/the-fab-beatles')","('1 concerts', None)",The Beatles
"('""It Was 50 Years Ago Today"" - All-Star Trib. To The Beatles\'', '/bands/it-was-50-years-ago-today-all-star-trib-to-the-beatles')","('50 concerts', None)",The Beatles
"('The Cavern Beatles', '/bands/the-cavern-beatles')","('12 concerts', None)",The Beatles
"('The Beatles Experience', '/bands/the-beatles-experience')","('3 concerts', None)",The Beatles
"('The Cavern Club Beatles', '/bands/the-cavern-club-beatles')","('3 concerts', None)",The Beatles
"('The Mersey Beatles', '/bands/the-mersey-beatles')","('5 concerts', None)",The Beatles
"('THE FAB FOUR: Beatles Tribute Band', '/bands/the-fab-four-beatles-tribute-band')","('4 concerts', None)",The Beatles
"('The Classic Beatles', '/bands/the-classic-beatles')","('2 concerts', None)",The Beatles
"('LOVE The Beatles', '/bands/love-the-beatles')","('2 concerts', None)",The Beatles
"('The Beatles Revival', '/bands/the-beatles-revival')","('2 concerts', None)",The Beatles
"('The Beatles 1963', '/bands/the-beatles-1963')","('2 concerts', None)",The Beatles
"('Not The Beatles', '/bands/not-the-beatles')","('2 concerts', None)",The Beatles
"('Day Tripper - The Beatles Experience', '/bands/day-tripper-the-beatles-experience')","('1 concerts', None)",The Beatles
"('The Beatless', '/bands/the-beatless')","('1 concerts', None)",The Beatles
"('The Jukebox Beatles', '/bands/the-jukebox-beatles')","('1 concerts', None)",The Beatles
