concert_date,concert_set_name,venue_name,venue_location,artist_name (foreign_key)
9-Apr-17,Radiohead  Setlists,Moda Center,"Portland, Oregon, United States",Rihanna
"Apr 09, 2017 –Apr 09, 2017",Radiohead  Setlists,Moda Center,"Portland, Oregon, United States",Rihanna
9-Apr-17,Radiohead  Setlists,Moda Center,"Portland, Oregon, United States",Rihanna
8-Apr-17,Radiohead  Setlists,KeyArena at Seattle Center,"Seattle, Washington, United States",Rihanna
8-Apr-17,Radiohead  Setlists,Climate Pledge Arena,"Seattle, Washington, United States",Rihanna
8-Apr-17,A Moon Shaped Pool Radiohead  Setlists,Key Arena,"Seattle, Washington, United States",Rihanna
8-Apr-17,Radiohead  Setlists,Climate Pledge Arena,"Seattle, Washington, United States",Rihanna
8-Apr-17,Radiohead Setlists,Sprint Center,"Kansas City, Missouri, United States",Rihanna
5-Apr-17,Radiohead / Dudu Tassa & The Kuwaitis  Setlists,Sprint Center,"Kansas City, Missouri, United States",Rihanna
5-Apr-17,Radiohead / Dudu Tassa & The Kuwaitis  Setlists,Sprint Center,"Kansas City, Missouri, United States",Rihanna
5-Apr-17,Radiohead  Setlists,Sprint Center,"Kansas City, Missouri, United States",Rihanna
5-Apr-17,A Moon Shaped Pool Tour Radiohead / Dudu Tassa & The Kuwaitis  Setlists,Sprint Center,"Kansas City, Missouri, United States",Rihanna
5-Apr-17,Radiohead  Setlists,T-Mobile Center,"Kansas City, Missouri, United States",Rihanna
20-Jun-17,Radiohead Radiohead / Junun  Setlists,3Arena,"Dublin, Leinster, Ireland",Eminem
"Show Duplicates for Jun 20, 2017","Show Duplicates for Jun 20, 2017","Show Duplicates for Jun 20, 2017","Show Duplicates for Jun 20, 2017",Eminem
18-Jun-17,"Best Kept Secret 2017 Iguana Death Cult / Kaleo / Marlon Williams / The Homesick / Junun (feat. Shye Ben Tzur, Jonny Greenwood & The Rajasthan Express) / Strand of Oaks / Radiohead / American Football  Setlists",Beekse Bergen,"Hilvarenbeek, North Brabant, Netherlands",Eminem
"Show Duplicates for Jun 18, 2017","Show Duplicates for Jun 18, 2017","Show Duplicates for Jun 18, 2017","Show Duplicates for Jun 18, 2017",Eminem
"Jun 17, 2017 –Jun 20, 2017",Best Kept Secret Arcade Fire / Metronomy / Real Estate / Cloud Nothings / Radiohead / Leif Vollebekk / American Football / Circa Waves / The Wytches / Tall Heights / Mannequin Pussy / Froth / Andy Shauf / AURORA (Norway) / Floating Points / Weval / Cigarettes After Sex / Amber Arcades / King Gizzard & The Lizard Wizard / Ry X / Slotface / Yung Internet / Run the Jewels / Zeal & Ardor Show all bands Setlists,Beekse Bergen,"Hilvarenbeek, North Brabant, Netherlands",Eminem
"Jun 16, 2017 –Jun 18, 2017",Best Kept Secret Festival 2017 Radiohead / Arcade Fire / James Blake / George Ezra / Her / Metronomy / Cigarettes After Sex / Kaleo / Real Estate / Thundercat / Run the Jewels / Mitski / Agnes Obel / King Gizzard & The Lizard Wizard / Ry X / The Japanese House / Whitney / Cass McCombs / Cloud Nothings / Wild Beasts / Soulwax / Sundara Karma / The Boxer Rebellion / Floating Points / Hundred Waters / Tei Shi / Joey Purp / American Football / Tall Heights / Andy Shauf / Weval / The Amazons / Joy Orbison / Kikagaku Moyo / Kadhja Bonet / Arab Strap / Thomas Dybdahl / Strand of Oaks / Leif Vollebekk / Honeyblood / Kelly Lee Owens / Jenny Hval / Aurora (US) / Laurel Halo / Marlon Williams / Tommy Cash / The Wytches / Yussef Kamaal / Froth / Fil Bo Riva / Zeal and Ardor / Section Boyz / Gilla Band / Kaitlyn Aurelia Smith / Show Me The Body / Mannequin Pussy / Thomas Azier / Kornél Kovács / Chris Cohen / Denis Sulta / SLØTFACE / Amber Arcades / The Courtneys / WILDES / The Mystery Lights / The Parrots / Shye Ben Tzur / Vatican Shadow / STUFF. / Yung Internet / Kim Janssen / Thurston Moore Group / The Homesick / Iguana Death Cult / Canshaker Pi / Toxe / Junun / DJ Prime Show all bands Setlists,Beekse Bergen,"Hilvarenbeek, North Brabant, Netherlands",Eminem
"Show Duplicates for Jun 16, 2017","Show Duplicates for Jun 16, 2017","Show Duplicates for Jun 16, 2017","Show Duplicates for Jun 16, 2017",Eminem
"Jun 15, 2017 –Jun 18, 2017",I-Days 2017  Setlists,Autodromo Di Monza,"Monza, Lombardy, Italy",Eminem
"Show Duplicates for Jun 15, 2017","Show Duplicates for Jun 15, 2017","Show Duplicates for Jun 15, 2017","Show Duplicates for Jun 15, 2017",Eminem
14-Jun-17,Radiohead / James Blake  Setlists,Ippodromo del Visarno,"Florence, Tuscany, Italy",Eminem
"Show Duplicates for Jun 14, 2017","Show Duplicates for Jun 14, 2017","Show Duplicates for Jun 14, 2017","Show Duplicates for Jun 14, 2017",Eminem
11-Jun-17,"Northside Festival (Denmark) ""Northside Festival"" (Denmark) / Radiohead / The 1975 / Mando Diao / Agnes Obel / James Blake / Rasmus Walter / Thomas Dybdahl / LISS  Setlists",Adalen,"Aarhus, Central Jutland, Denmark",Eminem
"Jun 09, 2017 –Jun 11, 2017",Northside 2017 Radiohead / Frank Ocean / Bastille / The 1975 / MØ / Run the Jewels / Agnes Obel / Veronica Maggio / The Afghan Whigs / Phlake / Thomas Helmig / She-Devils / Bisse  Setlists,Northside,"Aarhus, Central Jutland, Denmark",Eminem
"Show Duplicates for Jun 09, 2017","Show Duplicates for Jun 09, 2017","Show Duplicates for Jun 09, 2017","Show Duplicates for Jun 09, 2017",Eminem
7-Jun-17,Radiohead  Setlists,Oslo Spektrum,"Oslo, Oslo, Norway",Eminem
"Show Duplicate for Jun 07, 2017","Show Duplicate for Jun 07, 2017","Show Duplicate for Jun 07, 2017","Show Duplicate for Jun 07, 2017",Eminem
6-Jun-17,Radiohead  Setlists,Oslo Spektrum,"Oslo, Oslo, Norway",Eminem
"Show Duplicate for Jun 06, 2017","Show Duplicate for Jun 06, 2017","Show Duplicate for Jun 06, 2017","Show Duplicate for Jun 06, 2017",Eminem
"May 08, 2017 –Jan 08, 2017",Radiohead,,,Eminem
"Apr 21, 2017 –Apr 23, 2017",Coachella 2017 Lady Gaga / Radiohead / Kendrick Lamar / The xx / Lorde / Bon Iver / Bastille / Future / Two Door Cinema Club / DJ Khaled / Mac Miller / Gryffin / Tove Lo / ScHoolboy Q / Jai Wolf / Martin Garrix / Grouplove / Pond / Empire of the Sun / Gucci Mane / Tourist / Travis Scott / DJ Snake / Justice / New Order / Local Natives / Maya Jane Coles / Phantogram / Bonobo / Crystal Castles / Whitney / Capital Cities / Shura / Floating Points / The Head and the Heart / Blossoms / Röyksopp / Twin Peaks / Nora en Pure / Lil Uzi Vert / Arkells / BANKS / Little Dragon / Lee Fields & The Expressions / Galantis / Glass Animals / Hans Zimmer / Porter Robinson / Solomun / Kehlani / Mac DeMarco / Mitski / Dillon Francis / Tory Lanez / DJ Shadow / Real Estate / SOFI TUKKER / Warpaint / Autograf / Father John Misty / D.R.A.M. / Hot Since 82 / Devendra Banhart / Future Islands / Tycho / Anna Lunoe / Brodinski / Hinds / Four Tet / Oh Wonder / Marshmello / Madeon / Broods / Kaytranada / SNBRN / Sampha / Kiiara / Preoccupations / Skepta / Steve Angello / Mura Masa / Majid Jordan / Ezra Furman / GoldLink / Bicep / Nicolas Jaar / Thundercat / SOHN / Caveman / The Avalanches / Richie Hawtin / Tennis / Shannon and the Clams / Chicano Batman / Tale Of Us / Kaleo / Moderat / Toots & The Maytals / Daphni / What So Not / Stormzy / Jack Garratt / Big Gigantic / Preservation Hall Jazz Band / BreakBot / NAV / Raury / HONNE / Róisín Murphy / Classixx / Loco Dice / NAO / Denzel Curry / Sam Gellaitry / Kungs / T.S.O.L. / Francis and the Lights / Jagwar Ma / Bishop Briggs / JOSEPH / Allah-Las / King Gizzard & The Lizard Wizard / Grace Mitchell / Car Seat Headrest / Sasha / Hannah Wants / Guided By Voices / The Lemon Twigs / Dixon / Surf Curse / The Martinez Brothers / Pnl / Patrick Topping / S U R V I V E / Marcel Dettmann / The Interrupters / Tacocat / Slow Hollows / Eli & Fur / Klangstof / Banks & Steelz / Swet Shop Boys / Red Axes / Porter Robinson & Madeon / Floorplan / Ben UFO / Downtown Boys / Show Me The Body / DREAMCAR / Honey Dijon / Thee Commons / Zipper Club / DIAMANTE ELECTRICO / Tall Juan / Las Ligas Menores / Atomics / Los Blenders / QUITAPENAS / The Paranoyds / Surfbort / The Belleville Three / Alison Swing / Jen Ferrer / Dudu Tassa & The Kuwaitis / Chris Cruse Show all bands Setlists,Empire Polo Club,"Indio, California, United States",Eminem
"Show Duplicates for Apr 21, 2017","Show Duplicates for Apr 21, 2017","Show Duplicates for Apr 21, 2017","Show Duplicates for Apr 21, 2017",Eminem
19-Apr-17,Radiohead,,,Eminem
18-Apr-17,Radiohead  Setlists,"William Randolph Hearst Greek Theatre, University of California, Berkeley","Berkeley, California, United States",Eminem
17-Apr-17,Radiohead  Setlists,"William Randolph Hearst Greek Theatre, University of California, Berkeley","Berkeley, California, United States",Eminem
"Show Duplicates for Apr 17, 2017","Show Duplicates for Apr 17, 2017","Show Duplicates for Apr 17, 2017","Show Duplicates for Apr 17, 2017",Eminem
"Apr 14, 2017 –Apr 16, 2017",Coachella 2017  Setlists,Empire Polo Club,"Indio, California, United States",Eminem
"Show Duplicates for Apr 14, 2017","Show Duplicates for Apr 14, 2017","Show Duplicates for Apr 14, 2017","Show Duplicates for Apr 14, 2017",Eminem
11-Apr-17,Radiohead  Setlists,Santa Barbara Bowl,"Santa Barbara, California, United States",Eminem
"Show Duplicates for Apr 11, 2017","Show Duplicates for Apr 11, 2017","Show Duplicates for Apr 11, 2017","Show Duplicates for Apr 11, 2017",Eminem
9-Apr-17,Radiohead  Setlists,Moda Center at the Rose Quarter,"Portland, Oregon, United States",Eminem
"Show Duplicates for Apr 09, 2017","Show Duplicates for Apr 09, 2017","Show Duplicates for Apr 09, 2017","Show Duplicates for Apr 09, 2017",Eminem
8-Apr-17,A Moon Shaped Pool  Setlists,Climate Pledge Arena,"Seattle, Washington, United States",Eminem
"Show Duplicates for Apr 08, 2017","Show Duplicates for Apr 08, 2017","Show Duplicates for Apr 08, 2017","Show Duplicates for Apr 08, 2017",Eminem
5-Apr-17,Radiohead Radiohead  Setlists,Sprint Center,"Kansas City, Missouri, United States",Eminem
"Show Duplicates for Apr 05, 2017","Show Duplicates for Apr 05, 2017","Show Duplicates for Apr 05, 2017","Show Duplicates for Apr 05, 2017",Eminem
20-Jun-17,Radiohead  Setlists,3Arena,"Dublin, Leinster, Ireland",Eminem
20-Jun-17,Radiohead  Setlists,3 Arena,"Dublin, Leinster, Ireland",Eminem
20-Jun-17,LIVE AT 3 ARENA Radiohead  Setlists,3Arena,"Dublin, Leinster, Ireland",Eminem
20-Jun-17,Radiohead  Setlists,3Arena,"Dublin, Leinster, Ireland",Eminem
18-Jun-17,Best Kept Secret Sunday 2017  Setlists,Safaripark Beekse Bergen,"Hilvarenbeek, North Brabant, Netherlands",Eminem
18-Jun-17,Best Kept Secret 2017 Kaleo / Fil Bo Riva / Ry X / Soulwax / James Blake / Radiohead  Setlists,Beekse Bergen,"Hilvarenbeek, North Brabant, Netherlands",Eminem
18-Jun-17,Best Kept Secret Festival 2017  Setlists,Beekse Bergen,"Hilvarenbeek, North Brabant, Netherlands",Eminem
18-Jun-17,Best Kept Secret 2017 Sunday Cass McCombs / Kaleo / Radiohead / Zeal & Ardor / Aurora  Setlists,Beekse Bergen,"Hilvarenbeek, North Brabant, Netherlands",Eminem
18-Jun-17,Best Kept Secret Festival 2017 (#BKS17) James Blake / Radiohead / Strand of Oaks / Kaleo  Setlists,Safaripark Beekse Bergen,"Hilvarenbeek, The Netherlands",Eminem
"Jun 16, 2017 –Jun 18, 2017",Best Kept Secret Festival 2017 Radiohead / Arcade Fire / James Blake / George Ezra / Metronomy / Real Estate / Run The Jewels / Agnes Obel / Thundercat / Wild Beasts / Kaleo / Cloud Nothings / The Boxer Rebellion / Cass McCombs / Soulwax / Ry X / Cigarettes After Sex / King Gizzard & The Lizard Wizard / Her / Hundred Waters / The Japanese House / Whitney / Floating Points / Sundara Karma / American Football / Tei Shi / Joy Orbison / Mitski / Aurora (US) / Andy Shauf / Thomas Dybdahl / Arab Strap / Tall Heights / Honeyblood / Strand of Oaks / The Wytches / Laurel Halo / Joey Purp / Weval / Section Boyz / The Amazons / Jenny Hval / Froth / Girl Band / Thomas Azier / Leif Vollebekk / Yussef Kamaal / Kaitlyn Aurelia Smith / Marlon Williams / Chris Cohen / Kelly Lee Owens / Kikagaku Moyo / The Courtneys / Kadhja Bonet / Amber Arcades / Vatican Shadow / The Parrots / Fil Bo Riva / Kim Janssen / Kornél Kovács / Tommy Cash / Show Me The Body / Zeal and Ardor / SLØTFACE / The Mystery Lights / STUFF. / Mannequin Pussy / WILDES / Denis Sulta / Shye Ben Tzur / Yung Internet / Thurston Moore Group / Canshaker Pi / DJ Prime / Iguana Death Cult / Junun / Toxe / The Homesick (nl) Show all bands Setlists,Beekse Bergen,"Hilvarenbeek, North Brabant, Netherlands",Eminem
